Nimroz,Asl-i-chakhansur,urban_female,,,,,,,,,,,,,,
Nimroz,Asl-i-chakhansur,urban_male,,,,,,,,,,,,,,
Nimroz,Asl-i-chakhansur,urban_total,,,,,,,,,,,,,,
Zabul,Atghar,rural_female,3600,3700,3800,3800,3800,3900,4000,4100,4100,4200,4200,4320,4391,4442
Zabul,Atghar,rural_male,3800,3900,4000,4000,4100,4100,4200,4300,4300,4400,4500,4560,4635,4731
Zabul,Atghar,rural_total,7400,7600,7800,7800,7900,8000,8200,8400,8400,8600,8700,8880,9026,9173
Zabul,Atghar,total_both,7400,7600,7800,7800,7900,8000,8200,8400,8400,8600,8700,8880,9026,9173
Zabul,Atghar,total_female,3600,3700,3800,3800,3800,3900,4000,4100,4100,4200,4200,4320,4391,4442
Zabul,Atghar,total_male,3800,3900,4000,4000,4100,4100,4200,4300,4300,4400,4500,4560,4635,4731
Zabul,Atghar,urban_female,,,,,,,,,,,,,,
Zabul,Atghar,urban_male,,,,,,,,,,,,,,
Zabul,Atghar,urban_total,,,,,,,,,,,,,,
Logar,Azra,rural_female,8400,8500,8800,8800,9000,9100,9300,9400,9600,9800,9900,10080,10246,10364
Logar,Azra,rural_male,8900,9100,9300,9400,9500,9700,9800,10000,10200,10400,10500,10680,10855,11081
Logar,Azra,rural_total,17300,17600,18100,18200,18500,18800,19100,19400,19800,20200,20400,20760,21101,21445
Logar,Azra,total_both,17300,17600,18100,18200,18500,18800,19100,19400,19800,20200,20400,20760,21101,21445
Logar,Azra,total_female,8400,8500,8800,8800,9000,9100,9300,9400,9600,9800,9900,10080,10246,10364
Logar,Azra,total_male,8900,9100,9300,9400,9500,9700,9800,10000,10200,10400,10500,10680,10855,11081
Logar,Azra,urban_female,,,,,,,,,,,,,,
Logar,Azra,urban_male,,,,,,,,,,,,,,
Logar,Azra,urban_total,,,,,,,,,,,,,,
Khost,Baak,rural_female,9200,9400,9600,9700,9800,10000,10200,10400,10500,10700,10900,11040,11221,11352
Khost,Baak,rural_male,9600,9800,10000,10100,10300,10400,10600,10800,11000,11100,11300,11521,11709,11953
Khost,Baak,rural_total,18800,19200,19600,19800,20100,20400,20800,21200,21500,21800,22200,22561,22930,23305
Khost,Baak,total_both,18800,19200,19600,19800,20100,20400,20800,21200,21500,21800,22200,22561,22930,23305
Khost,Baak,total_female,9200,9400,9600,9700,9800,10000,10200,10400,10500,10700,10900,11040,11221,11352
Khost,Baak,total_male,9600,9800,10000,10100,10300,10400,10600,10800,11000,11100,11300,11521,11709,11953
Khost,Baak,urban_female,,,,,,,,,,,,,,
Khost,Baak,urban_male,,,,,,,,,,,,,,
Khost,Baak,urban_total,,,,,,,,,,,,,,
Laghman,Bad pakh,rural_female,,,,,,,,3500,3500,3600,3600,3720,3781,3825
Laghman,Bad pakh,rural_male,,,,,,,,3600,3600,3700,3800,3840,3903,3985
Laghman,Bad pakh,rural_total,,,,,,,,7100,7100,7300,7400,7560,7684,7810
Laghman,Bad pakh,total_both,,,,,,,,7100,7100,7300,7400,7560,7684,7810
Laghman,Bad pakh,total_female,,,,,,,,3500,3500,3600,3600,3720,3781,3825
Laghman,Bad pakh,total_male,,,,,,,,3600,3600,3700,3800,3840,3903,3985
Laghman,Bad pakh,urban_female,,,,,,,,,,,,,,
Laghman,Bad pakh,urban_male,,,,,,,,,,,,,,
Laghman,Bad pakh,urban_total,,,,,,,,,,,,,,
Baghlan,Baghlan-e- Jadeed,rural_female,43800,44700,45600,46000,46800,47600,48400,49200,50000,50900,51700,52562,53423,54043
Baghlan,Baghlan-e- Jadeed,rural_male,45600,46500,47500,47900,48800,49600,50400,51300,52100,53000,53800,54722,55619,56779
Baghlan,Baghlan-e- Jadeed,rural_total,89400,91200,93100,93900,95600,97200,98800,100500,102100,103900,105500,107284,109042,110822
Baghlan,Baghlan-e- Jadeed,total_both,143400,146200,149900,151900,154900,157900,160900,164100,167200,170500,173700,177044,180421,183853
Baghlan,Baghlan-e- Jadeed,total_female,70700,72100,73600,74900,76300,77800,79300,80900,82400,84100,85700,87313,88981,90948
Baghlan,Baghlan-e- Jadeed,total_male,72700,74100,76300,77000,78600,80100,81600,83200,84800,86400,88000,89731,91440,92905
Baghlan,Baghlan-e- Jadeed,urban_female,26900,27400,28000,28900,29500,30200,30900,31700,32400,33200,34000,34751,35558,36905
Baghlan,Baghlan-e- Jadeed,urban_male,27100,27600,28800,29100,29800,30500,31200,31900,32700,33400,34200,35009,35821,36126
Baghlan,Baghlan-e- Jadeed,urban_total,54000,55000,56800,58000,59300,60700,62100,63600,65100,66600,68200,69760,71379,73031
Helmand,Baghran,rural_female,33800,34400,35200,35500,36100,36700,37400,38000,38600,39300,39900,40562,32727,33106
Helmand,Baghran,rural_male,35600,36300,37100,37400,38100,38700,39400,40000,40700,41300,42000,42722,34420,35138
Helmand,Baghran,rural_total,69400,70700,72300,72900,74200,75400,76800,78000,79300,80600,81900,83284,67147,68244
Helmand,Baghran,total_both,69400,70700,72300,72900,74200,75400,76800,78000,79300,80600,81900,83284,67147,68244
Helmand,Baghran,total_female,33800,34400,35200,35500,36100,36700,37400,38000,38600,39300,39900,40562,32727,33106
Helmand,Baghran,total_male,35600,36300,37100,37400,38100,38700,39400,40000,40700,41300,42000,42722,34420,35138
Helmand,Baghran,urban_female,,,,,,,,,,,,,,
Helmand,Baghran,urban_male,,,,,,,,,,,,,,
Helmand,Baghran,urban_total,,,,,,,,,,,,,,
Parwan,Bagram,rural_female,43700,44500,45500,45900,46700,47400,48300,49100,49900,50700,51600,52442,53302,53926
Parwan,Bagram,rural_male,44500,45400,46400,46800,47600,48400,49200,50000,50900,51700,52500,53402,54277,55409
Parwan,Bagram,rural_total,88200,89900,91900,92700,94300,95800,97500,99100,100800,102400,104100,105844,107579,109335
Parwan,Bagram,total_both,88200,89900,91900,92700,94300,95800,97500,99100,100800,102400,104100,105844,107579,109335
Parwan,Bagram,total_female,43700,44500,45500,45900,46700,47400,48300,49100,49900,50700,51600,52442,53302,53926
Parwan,Bagram,total_male,44500,45400,46400,46800,47600,48400,49200,50000,50900,51700,52500,53402,54277,55409
Parwan,Bagram,urban_female,,,,,,,,,,,,,,
Parwan,Bagram,urban_male,,,,,,,,,,,,,,
Parwan,Bagram,urban_total,,,,,,,,,,,,,,
Kabul,Bagrami,rural_female,23000,23400,24000,24200,24600,25000,25400,25800,26300,26700,27100,27601,28054,28377
Kabul,Bagrami,rural_male,24200,24700,25200,25400,25900,26300,26700,27200,27600,28100,28600,29041,29517,30133
Kabul,Bagrami,rural_total,47200,48100,49200,49600,50500,51300,52100,53000,53900,54800,55700,56642,57571,58510
Kabul,Bagrami,total_both,47200,48100,49200,49600,50500,51300,52100,53000,53900,54800,55700,56642,57571,58510
Kabul,Bagrami,total_female,23000,23400,24000,24200,24600,25000,25400,25800,26300,26700,27100,27601,28054,28377
Kabul,Bagrami,total_male,24200,24700,25200,25400,25900,26300,26700,27200,27600,28100,28600,29041,29517,30133
Kabul,Bagrami,urban_female,,,,,,,,,,,,,,
Kabul,Bagrami,urban_male,,,,,,,,,,,,,,
Kabul,Bagrami,urban_total,,,,,,,,,,,,,,
Badakhshan,Baharak,rural_female,12200,12400,12700,12800,13000,13300,13500,13700,13900,14200,14400,14640,14881,15055
Badakhshan,Baharak,rural_male,12300,12500,12800,12900,13200,13400,13600,13800,14100,14300,14500,14761,15002,15315
